class,avarageX,avarageY,stdDevX,stdDevY,length,distance,averageVelocity,maxVelocity,angleDeviation,timeWithoutMoving,averageAcceleration,maxAcceleration,commonTimeOfAcceleration,commonTimeOfDecceleration
28,1435.9701492537313,784.7014925373135,430.03713827820445,1103.2588226933633,470.82787223636035,463.83833390525194,7.133755639944853,9.486832980505138,0.026414287885147558,9,0.06281173123535722,2.23606797749979,31,34
28,827.5970149253732,552.4626865671642,675.9971297298422,1165.614282992628,500.95517499394805,439.33131006109727,7.590229924150728,25.079872407968907,0.10071528515792084,15,0.015384615384615385,12.996826434374334,36,28
28,1319.8392857142858,770.625,590.296157510303,1027.0575081269792,486.28405063257696,484.6627693561782,8.841528193319581,23.853720883753127,0.0059630642777459735,9,0.09238723472332883,12.191817094062525,27,22
28,1239.3333333333333,373.8783068783069,1332.4143499677568,1965.2399856145307,561.3202411162897,542.7752757817917,2.98574596338452,5.0,0.03807826261486084,180,0.0066099891844908585,2.23606797749979,86,79
28,1508.1176470588234,628.9803921568628,874.7601351900114,340.5744858208801,415.94584966127667,411.9854366358112,8.318916993225534,22.561028345356956,-0.0542725329486186,11,0.18771508218746058,11.380688457858007,27,21
28,755.0277777777778,361.2083333333333,179.10875032907921,1435.5946067744887,463.9057492144161,459.4790528413673,6.53388379175234,18.027756377319946,0.0766418290385246,31,-0.026120387496374114,10.747646488039429,37,33
28,1472.25,608.875,929.3282520186287,311.9731558964649,456.0852830416376,451.9081765137692,9.703942192375267,28.635642126552707,-0.06708560357017179,9,0.24142600188318575,14.07542234799167,23,23
28,1320.0481927710844,804.1204819277109,476.05231564284577,1134.2366574841087,431.6898896583961,419.7487343637858,5.264510849492636,10.770329614269007,0.25968761988074507,40,0.05060517918015783,2.2194484249807713,40,40
28,872.546875,461.5625,1047.3642438879608,992.459445015261,547.7449015702276,526.3857900817612,8.69436351698774,23.853720883753127,-0.009120377930728387,10,0.06451612903225806,11.98685467559079,25,32
28,1317.4342105263158,488.9868421052632,505.2055730617306,798.4916949111652,336.24018088711864,330.83681778181824,4.483202411828248,6.4031242374328485,0.002704836898098943,37,0.016703621317564726,2.23606797749979,36,36
28,960.1179245283018,407.688679245283,816.9920757796809,1070.965663702711,442.21741460759335,250.9123352886422,2.0958171308416746,5.0,-0.2827599979364935,210,-0.004761904761904765,2.605551275463989,114,88
28,1212.4133333333334,456.1066666666667,502.61733621778967,1590.4436949061308,590.3159415691234,587.6087133458796,7.977242453636803,12.649110640673518,0.008983186638387604,6,-0.056150952240997046,2.1940952576752295,31,39
28,1188.6140350877192,442.67543859649123,682.6866173756886,1223.739756332232,398.9977078228032,385.75251133336775,3.5309531665734797,5.830951894845301,0.07790592456590723,84,-1.982541115402065e-18,2.82842712474619,53,58
28,1238.2380952380952,636.0119047619048,315.3398771091885,1852.0089060518144,671.9148431906109,593.2663819904175,8.095359556513385,14.560219778561036,0.07931612247042959,22,0.08180736503048011,2.296303046939073,39,39
28,1197.064935064935,415.05194805194805,548.1593521273493,1324.0543010797526,483.4109742103622,479.40066750057827,6.3606707132942395,9.848857801796104,0.018514899616659596,19,0.005522847498307935,2.23606797749979,39,35
28,1170.1772151898733,673.8860759493671,147.63305519883335,1503.5857057991552,510.35851347442343,502.3982484045899,6.543057865056711,10.198039027185569,0.802353944364359,19,0.016814006504824296,2.13578127888702,35,39
28,745.3181818181819,307.8454545454546,778.9607587268846,1640.9419163173545,499.84962115347656,470.82587014734014,4.585776340857583,8.94427190999916,0.06754839242519127,56,0.018518518518518517,2.23606797749979,54,48
28,1181.873015873016,628.936507936508,188.54438237981032,846.9898145974047,338.6015136095014,335.0492501110844,5.46131473563712,15.524174696260024,0.04156585794002972,27,0.05119845287897804,7.461916947961475,28,29
28,1044.9625,652.725,222.86517785423547,1103.1617968367107,399.42564663441226,392.9287467213362,5.056020843473573,9.486832980505138,0.17494667798886473,35,0.05255153222554852,2.0,38,35
28,577.1875,556.203125,757.0863557085149,1098.2205422295651,522.9459204889707,512.4656086021773,8.300728896650329,11.661903789690601,0.02142672145743505,11,0.10129209498839545,2.2279226576339983,26,31
28,1442.2962962962963,573.8888888888889,144.24028306703804,67.10687992548408,78.91215886198894,67.11929677819934,1.4889086577733763,3.605551275463989,0.18250682284248043,53,0.0,2.605551275463989,28,19
28,1227.1052631578948,562.75,638.0416584320626,1258.7073726645126,510.41916183551007,507.6071315495873,6.8055888244734675,10.295630140987,-0.003741376967148359,11,-6.00120553851436e-18,2.2333723926884517,41,33
28,745.8514851485148,445.5049504950495,1234.3754583906907,99.07193106401267,359.0690313918782,353.1925820285585,3.590690313918782,7.280109889280518,0.0028654049336129905,60,-0.004183975377506018,2.280109889280518,54,38
28,1227.7752808988764,466.13483146067415,909.1179822322168,1395.0743284938162,521.4802209058068,516.1559841753266,5.92591160120235,9.433981132056603,0.04035335989923469,27,0.004761075429575806,2.23606797749979,43,41
28,1157.0,507.30555555555554,879.0881639517165,1255.2303684096307,507.98075110783225,500.145978690222,7.154658466307496,21.633307652783937,0.035179568384747555,21,-0.014285714285714285,10.816653826391969,34,33
28,801.887323943662,296.49295774647885,549.0183044230395,889.2579752124088,433.8632221366917,401.00124688085447,6.198046030524168,19.209372712298546,0.28757892250543715,31,0.09226459839917155,10.26563699707058,33,35
28,786.9117647058823,448.69117647058823,482.8741767668212,1094.2269027518387,453.8004779552202,406.97051490249265,6.773141462018212,11.704699910719626,0.17991943128521717,11,0.032761782729823934,6.319535103585122,26,34
28,1101.9767441860465,345.5,1143.19899995074,1720.0678765676662,666.4875773598682,636.9246423243491,7.841030321880802,12.206555615733702,0.08284628615983095,16,0.019113705660285585,1.7866000534975548,44,36
